protocol_type_encoded,service_encoded,logged_in,count,srv_count,dst_host_count,dst_host_same_src_port_rate,temp0,class
1,6,1,5,5,135,0.01,0,0
1,6,1,15,15,145,0.01,0,0
1,6,1,2,3,155,0.01,0,0
1,6,1,12,13,165,0.01,0,0
1,6,1,22,24,175,0.01,0,0
1,6,1,32,34,185,0.01,0,0
1,6,1,4,4,195,0.01,0,0
1,6,1,14,17,205,0.0,0,0
1,6,1,14,27,215,0.0,0,0
1,6,1,11,11,225,0.0,0,0
1,6,1,21,21,235,0.0,0,0
1,6,1,31,31,245,0.0,0,0
1,6,1,40,40,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,25,255,0.0,0,0
1,6,1,9,10,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,34,34,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,13,255,0.0,0,0
1,6,1,9,37,255,0.0,0,0
1,6,1,19,47,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,3,7,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,4,8,255,0.0,0,0
1,6,1,14,18,255,0.0,0,0
1,6,1,23,27,255,0.0,0,0
1,6,1,33,33,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,30,30,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.01,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,2,19,255,0.0,0,0
1,6,1,12,13,255,0.0,0,0
1,6,1,22,23,255,0.0,0,0
1,6,1,10,11,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,5,8,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,9,12,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,3,4,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,3,4,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,23,24,255,0.0,0,0
1,6,1,33,34,255,0.0,0,0
1,6,1,10,11,255,0.0,0,0
1,6,1,20,21,255,0.0,0,0
1,6,1,30,31,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,7,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,6,7,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,20,20,255,0.01,0,0
1,6,1,30,30,255,0.01,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,17,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,30,30,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,1,8,255,0.0,0,0
1,6,1,11,18,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,31,31,255,0.0,0,0
1,6,1,8,21,8,0.12,0,0
1,6,1,9,26,18,0.06,0,0
1,6,1,8,8,10,0.1,0,0
1,6,1,18,18,20,0.05,0,0
1,6,1,1,2,30,0.03,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,14,14,14,0.07,0,0
1,6,1,3,3,24,0.04,0,0
1,6,1,13,13,34,0.03,0,0
1,6,1,2,2,44,0.02,0,0
1,6,1,12,12,54,0.02,0,0
1,6,1,1,1,64,0.02,0,0
1,6,1,11,11,74,0.01,0,0
1,6,1,9,9,84,0.01,0,0
1,6,1,19,19,94,0.01,0,0
1,6,1,3,4,104,0.01,0,0
1,6,1,13,18,114,0.01,0,0
1,6,1,2,16,124,0.01,0,0
1,6,1,12,26,134,0.01,0,0
1,6,1,1,5,144,0.01,0,0
1,6,1,3,3,154,0.01,0,0
1,6,1,12,12,164,0.01,0,0
1,6,1,21,21,174,0.01,0,0
1,6,1,19,19,184,0.01,0,0
1,6,1,20,20,194,0.01,0,0
1,6,1,19,19,204,0.0,0,0
1,6,1,5,5,214,0.0,0,0
1,6,1,3,3,224,0.0,0,0
1,6,1,13,13,234,0.0,0,0
1,6,1,2,2,244,0.0,0,0
1,6,1,12,12,254,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,18,255,0.0,0,0
1,6,1,4,10,255,0.01,0,0
1,6,1,14,14,255,0.01,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,2,3,255,0.0,0,0
1,6,1,12,13,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,9,17,255,0.0,0,0
1,6,1,7,11,255,0.0,0,0
1,6,1,17,21,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,7,20,255,0.0,0,0
1,6,1,17,30,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,4,9,255,0.0,0,0
1,6,1,14,24,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,1,10,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,35,35,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,2,6,255,0.01,0,0
1,6,1,12,16,255,0.0,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,4,7,11,0.09,0,0
1,6,1,7,7,21,0.05,0,0
1,6,1,3,8,31,0.03,0,0
1,6,1,4,4,41,0.02,0,0
1,6,1,14,14,51,0.02,0,0
1,6,1,7,7,10,0.1,0,0
1,6,1,2,7,20,0.05,0,0
1,6,1,12,17,30,0.03,0,0
1,6,1,4,4,40,0.03,0,0
1,6,1,14,14,50,0.02,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,8,8,8,0.12,0,0
1,6,1,4,4,18,0.06,0,0
1,6,1,14,14,28,0.04,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,12,12,12,0.08,0,0
1,6,1,22,27,22,0.05,0,0
1,6,1,6,17,32,0.03,0,0
1,6,1,16,31,42,0.02,0,0
1,6,1,26,42,52,0.02,0,0
1,6,1,10,30,62,0.02,0,0
1,6,1,20,40,72,0.01,0,0
1,6,1,4,4,4,0.25,0,0
1,6,1,14,16,14,0.07,0,0
1,6,1,24,30,24,0.04,0,0
1,6,1,34,40,34,0.03,0,0
1,6,1,2,2,44,0.02,0,0
1,6,1,12,12,54,0.02,0,0
1,6,1,22,22,64,0.02,0,0
1,6,1,2,2,74,0.01,0,0
1,6,1,12,12,84,0.01,0,0
1,6,1,22,22,94,0.01,0,0
1,6,1,32,33,104,0.01,0,0
1,6,1,9,9,114,0.01,0,0
1,6,1,19,19,124,0.01,0,0
1,6,1,29,29,134,0.01,0,0
1,6,1,9,9,144,0.01,0,0
1,6,1,19,19,154,0.01,0,0
1,6,1,9,9,164,0.01,0,0
1,6,1,19,19,174,0.01,0,0
1,6,1,10,10,184,0.01,0,0
1,6,1,1,1,194,0.01,0,0
1,6,1,11,11,204,0.0,0,0
1,6,1,9,9,214,0.0,0,0
1,6,1,19,19,224,0.0,0,0
1,6,1,5,5,234,0.0,0,0
1,6,1,15,15,244,0.0,0,0
1,6,1,6,6,254,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,10,12,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,23,255,0.0,0,0
1,6,1,9,11,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,8,16,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,17,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,3,9,255,0.0,0,0
1,6,1,13,19,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,34,34,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,21,21,255,0.0,0,0
1,6,1,29,29,255,0.0,0,0
1,6,1,18,22,255,0.0,0,0
1,6,1,27,31,255,0.0,0,0
1,6,1,6,9,255,0.0,0,0
1,6,1,11,25,255,0.0,0,0
1,6,1,9,12,255,0.0,0,0
1,6,1,4,5,255,0.0,0,0
1,6,1,13,14,255,0.0,0,0
1,6,1,22,25,255,0.0,0,0
1,6,1,31,36,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,23,23,255,0.0,0,0
1,6,1,4,4,255,0.01,0,0
1,6,1,14,14,255,0.01,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,4,40,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,23,59,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,24,24,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,16,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,20,22,255,0.0,0,0
1,6,1,29,34,255,0.0,0,0
1,6,1,3,3,255,0.01,0,0
1,6,1,13,13,255,0.01,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,23,255,0.0,0,0
1,6,1,20,24,255,0.0,0,0
1,6,1,30,34,255,0.0,0,0
1,6,1,40,44,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,2,7,255,0.0,0,0
1,6,1,12,17,255,0.0,0,0
1,6,1,22,27,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,5,5,255,0.01,0,0
1,6,1,15,15,255,0.01,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,37,37,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,7,16,255,0.0,0,0
1,6,1,17,26,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,6,17,6,0.17,0,0
1,6,1,1,1,16,0.06,0,0
1,6,1,2,3,26,0.04,0,0
1,6,1,3,3,36,0.03,0,0
1,6,1,13,14,46,0.02,0,0
1,6,1,9,9,56,0.02,0,0
1,6,1,1,10,66,0.02,0,0
1,6,1,8,9,8,0.12,0,0
1,6,1,18,19,18,0.06,0,0
1,6,1,9,9,28,0.04,0,0
1,6,1,4,16,38,0.03,0,0
1,6,1,14,26,48,0.02,0,0
1,6,1,7,7,58,0.02,0,0
1,6,1,17,17,68,0.01,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,4,6,12,0.08,0,0
1,6,1,6,12,22,0.05,0,0
1,6,1,3,8,7,0.14,0,0
1,6,1,5,14,17,0.06,0,0
1,6,1,4,5,27,0.04,0,0
1,6,1,14,16,37,0.03,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,3,3,3,0.33,0,0
1,6,1,13,13,13,0.08,0,0
1,6,1,7,7,23,0.04,0,0
1,6,1,1,1,33,0.03,0,0
1,6,1,11,11,43,0.02,0,0
1,6,1,3,3,53,0.02,0,0
1,6,1,13,13,63,0.02,0,0
1,6,1,7,10,73,0.01,0,0
1,6,1,1,16,1,1.0,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,8,8,8,0.12,0,0
1,6,1,2,8,18,0.06,0,0
1,6,1,1,1,10,0.1,0,0
1,6,1,1,1,6,0.17,0,0
1,6,1,1,1,16,0.06,0,0
1,6,1,1,1,26,0.04,0,0
1,6,1,1,1,36,0.03,0,0
1,6,1,3,3,46,0.02,0,0
1,6,1,1,2,56,0.02,0,0
1,6,1,1,1,66,0.02,0,0
1,6,1,7,7,7,0.14,0,0
1,6,1,17,17,17,0.06,0,0
1,6,1,8,13,27,0.04,0,0
1,6,1,18,23,37,0.03,0,0
1,6,1,6,6,47,0.02,0,0
1,6,1,16,16,57,0.02,0,0
1,6,1,8,8,67,0.01,0,0
1,6,1,18,18,77,0.01,0,0
1,6,1,10,14,87,0.01,0,0
1,6,1,1,1,97,0.01,0,0
1,6,1,11,11,107,0.01,0,0
1,6,1,3,25,117,0.01,0,0
1,6,1,13,35,127,0.02,0,0
1,6,1,1,1,137,0.01,0,0
1,6,1,10,10,147,0.01,0,0
1,6,1,2,2,157,0.01,0,0
1,6,1,10,21,167,0.01,0,0
1,6,1,1,1,177,0.01,0,0
1,6,1,11,12,187,0.01,0,0
1,6,1,1,1,197,0.01,0,0
1,6,1,9,9,207,0.0,0,0
1,6,1,1,1,217,0.0,0,0
1,6,1,9,9,227,0.0,0,0
1,6,1,1,1,237,0.0,0,0
1,6,1,11,11,247,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,1,1,255,0.01,0,0
1,6,1,11,11,255,0.0,0,0
1,6,1,1,5,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,1,1,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,2,2,10,0.1,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,12,12,12,0.08,0,0
1,6,1,8,8,22,0.05,0,0
1,6,1,7,7,32,0.03,0,0
1,6,1,6,6,42,0.02,0,0
1,6,1,5,5,52,0.02,0,0
1,6,1,4,17,62,0.02,0,0
1,6,1,3,3,72,0.01,0,0
1,6,1,13,13,82,0.01,0,0
1,6,1,23,23,92,0.01,0,0
1,6,1,9,19,102,0.01,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,1,1,8,0.12,0,0
1,6,1,1,2,18,0.06,0,0
1,6,1,2,2,28,0.04,0,0
1,6,1,5,5,38,0.03,0,0
1,6,1,5,15,48,0.02,0,0
1,6,1,6,6,58,0.02,0,0
1,6,1,2,2,68,0.01,0,0
1,6,1,1,1,78,0.01,0,0
1,6,1,1,2,10,0.1,0,0
1,6,1,2,11,20,0.05,0,0
1,6,1,2,13,30,0.03,0,0
1,6,1,1,2,40,0.03,0,0
1,6,1,3,8,50,0.02,0,0
1,6,1,1,1,60,0.02,0,0
1,6,1,2,8,70,0.01,0,0
1,6,1,1,4,4,0.25,0,0
1,6,1,1,1,14,0.07,0,0
1,6,1,4,4,24,0.04,0,0
1,6,1,6,8,34,0.03,0,0
1,6,1,1,24,44,0.02,0,0
1,6,1,1,1,54,0.02,0,0
1,6,1,11,13,64,0.02,0,0
1,6,1,8,9,74,0.01,0,0
1,6,1,6,6,84,0.01,0,0
1,6,1,2,2,94,0.01,0,0
1,6,1,5,5,104,0.01,0,0
1,6,1,5,5,114,0.01,0,0
1,6,1,7,15,124,0.01,0,0
1,6,1,4,5,134,0.01,0,0
1,6,1,1,2,144,0.01,0,0
1,6,1,3,3,154,0.01,0,0
1,6,1,7,7,164,0.01,0,0
1,6,1,1,1,174,0.01,0,0
1,6,1,1,2,184,0.01,0,0
1,6,1,7,8,194,0.01,0,0
1,6,1,2,5,4,0.25,0,0
1,6,1,2,4,14,0.07,0,0
1,6,1,6,7,7,0.14,0,0
1,6,1,3,3,17,0.06,0,0
1,6,1,13,14,27,0.04,0,0
1,6,1,10,10,37,0.03,0,0
1,6,1,7,14,47,0.02,0,0
1,6,1,4,4,57,0.02,0,0
1,6,1,1,2,67,0.01,0,0
1,6,1,4,18,77,0.01,0,0
1,6,1,1,2,87,0.01,0,0
1,6,1,11,13,97,0.01,0,0
1,6,1,8,9,107,0.01,0,0
1,6,1,5,6,117,0.01,0,0
1,6,1,2,2,127,0.01,0,0
1,6,1,12,13,137,0.01,0,0
1,6,1,3,3,3,0.33,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,5,6,16,0.06,0,0
1,6,1,15,18,26,0.04,0,0
1,6,1,25,28,36,0.03,0,0
1,6,1,6,6,46,0.02,0,0
1,6,1,16,18,56,0.02,0,0
1,6,1,26,29,66,0.02,0,0
1,6,1,36,39,76,0.01,0,0
1,6,1,6,7,86,0.01,0,0
1,6,1,16,19,96,0.01,0,0
1,6,1,26,29,106,0.01,0,0
1,6,1,36,39,116,0.01,0,0
1,6,1,6,8,126,0.01,0,0
1,6,1,16,18,136,0.01,0,0
1,6,1,26,28,146,0.01,0,0
1,6,1,36,39,156,0.01,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,16,16,16,0.06,0,0
1,6,1,5,5,26,0.04,0,0
1,6,1,15,15,36,0.03,0,0
1,6,1,1,14,4,0.25,0,0
1,6,1,1,5,14,0.07,0,0
1,6,1,6,6,6,0.17,0,0
1,6,1,16,17,16,0.06,0,0
1,6,1,5,6,26,0.04,0,0
1,6,1,3,4,36,0.03,0,0
1,6,1,1,1,46,0.02,0,0
1,6,1,3,3,56,0.02,0,0
1,6,1,13,14,66,0.02,0,0
1,6,1,2,2,76,0.01,0,0
1,6,1,3,3,86,0.01,0,0
1,6,1,10,10,96,0.01,0,0
1,6,1,2,2,2,0.5,0,0
1,6,1,1,1,2,0.5,0,0
1,6,1,8,8,8,0.12,0,0
1,6,1,18,19,18,0.06,0,0
1,6,1,28,29,28,0.04,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,21,21,21,0.05,0,0
1,6,1,1,5,1,1.0,0,0
1,6,1,11,16,11,0.09,0,0
1,6,1,1,1,1,1.0,0,0
1,6,1,11,11,11,0.09,0,0
1,6,1,21,21,21,0.05,0,0
1,6,1,3,3,31,0.03,0,0
1,6,1,13,13,41,0.02,0,0
1,6,1,23,23,51,0.02,0,0
1,6,1,10,10,61,0.02,0,0
1,6,1,5,5,71,0.01,0,0
1,6,1,15,15,81,0.01,0,0
1,6,1,25,25,91,0.01,0,0
1,6,1,7,7,101,0.01,0,0
1,6,1,17,17,111,0.01,0,0
1,6,1,27,27,121,0.01,0,0
1,6,1,2,42,131,0.01,0,0
1,6,1,12,52,141,0.01,0,0
1,6,1,22,48,151,0.01,0,0
1,6,1,4,4,161,0.01,0,0
1,6,1,14,14,171,0.01,0,0
1,6,1,7,7,181,0.01,0,0
1,6,1,17,20,191,0.01,0,0
1,6,1,27,38,201,0.0,0,0
1,6,1,9,9,211,0.0,0,0
1,6,1,19,19,221,0.0,0,0
1,6,1,8,8,231,0.0,0,0
1,6,1,18,18,241,0.0,0,0
1,6,1,28,28,251,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,1,21,255,0.0,0,0
1,6,1,11,39,255,0.0,0,0
1,6,1,21,49,255,0.0,0,0
1,6,1,31,59,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,4,4,255,0.0,0,0
1,6,1,14,14,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,6,6,255,0.0,0,0
1,6,1,16,16,255,0.0,0,0
1,6,1,26,26,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,9,9,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,1,3,255,0.0,0,0
1,6,1,11,13,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,7,33,255,0.0,0,0
1,6,1,17,43,255,0.0,0,0
1,6,1,27,53,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,22,255,0.0,0,0
1,6,1,2,2,255,0.0,0,0
1,6,1,12,12,255,0.0,0,0
1,6,1,22,22,255,0.0,0,0
1,6,1,32,32,255,0.0,0,0
1,6,1,7,7,255,0.0,0,0
1,6,1,17,17,255,0.0,0,0
1,6,1,27,27,255,0.0,0,0
1,6,1,9,13,255,0.0,0,0
1,6,1,19,19,255,0.0,0,0
1,6,1,8,8,255,0.0,0,0
1,6,1,18,18,255,0.0,0,0
1,6,1,28,28,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
1,6,1,20,20,255,0.0,0,0
1,6,1,3,3,255,0.0,0,0
1,6,1,13,13,255,0.0,0,0
1,6,1,23,23,255,0.0,0,0
1,6,1,5,5,255,0.0,0,0
1,6,1,15,15,255,0.0,0,0
1,6,1,25,25,255,0.0,0,0
1,6,1,35,35,255,0.0,0,0
1,6,1,10,10,255,0.0,0,0
